title,date,main,section,url
"[이태원 참사] ICT 업계, 핼러윈 이벤트 중단·취소(종합)",2022.10.30. 오후 3:04,"카카오 '선물하기'서 핼러윈 이벤트 중단…게임사들도 이벤트 조기 종료



'카카오톡 선물하기'의 핼러윈 이벤트(왼쪽)와 종료 후 현재 상황[카카오톡 캡처. 재판매 및 DB 금지](서울=연합뉴스) 김주환 임성호 오규진 기자 = 핼러윈을 앞두고 서울 용산구 이태원동에서 압사 참사가 발생하면서 정보통신기술(ICT) 업계도 핼러윈과 관련해 준비했던 이벤트와 프로모션을 잇달아 취소하거나 중단했다.    카카오는 30일 카카오톡 '선물하기' 기능에서 진행 중이던 핼러윈 이벤트를 조기 종료했다.    또 '쇼핑하기' 등 커머스 서비스에서도 핼러윈 관련 기획전이나 상품, 콘텐츠의 노출을 중단했다.    핼러윈 한정판 대체불가토큰(NFT)를 선보인 카카오의 블록체인 기술 계열사 그라운드X도 31일까지였던 한정판 판매를 이날 조기 종료했다.     그라운드X 관계자는 ""국가 애도 기간에 맞춰 판매 중단을 결정했다""면서 ""25일부터 이미 판매된 NFT를 제외한 잔여분은 전량 소각한다""고 말했다.     이밖에 LG헬로비전은 지난 24일부터 다음 달 6일까지 메타버스와 지역채널 커머스를 결합한 형태의 핼러윈 이벤트인 '메타 할로윈 축제'를 진행 중이었으나, 이날 오전 행사를 중단하고 관련 배너 게시를 모두 중단했다고 밝혔다.    국내 이동통신 3사, 구글·애플·메타 등 글로벌 빅테크 기업들의 경우 올해 핼러윈과 관련한 이벤트를 진행하지 않았다.



이태원 사고 현장(서울=연합뉴스) 한상균 기자 = 30일 오전 용산구 이태원 압사 사고 현장 모습.     29일 밤 이태원동 일대에 핼러윈 인파가 한꺼번에 몰리면서 140명 이상이 사망하는 대규모 압사 참사가 났다. 2022.10.30 xyz@yna.co.kr게임 업계는 매년 이맘때마다 게임 이용자들을 위해 핼러윈·공포 테마의 이벤트를 열고 새로운 콘텐츠를 추가하거나 특별 상품을 판매하는 것이 연례행사였다.    그러나 간밤에 참사 소식이 전해지면서 게임 업계도 기획했던 핼러윈 이벤트를 조기에 거둬들이고 있다.    엔씨소프트의 대응이 가장 빨랐다. '리니지W'·'리니지2M' 등 주요 게임에 핼러윈 이벤트를 공지했던 엔씨소프트는 관련 이벤트를 모두 종료하기로 확정했다.    현재 엔씨소프트가 서비스하는 게임 공식 홈페이지에서 핼러윈 이벤트 공지는 모두 삭제된 상태다.    총 13종의 게임에 핼러윈 이벤트를 선보인 넥슨은 관련 마케팅을 모두 중단하기로 했다. 넥슨 관계자는 ""각 게임별 이벤트 진행 여부도 논의 중""이라고 말했다.    '세븐나이츠 레볼루션', '제2의 나라' 등 10종 게임에 핼러윈 이벤트를 선보인 넷마블 관계자도 ""해당 이벤트들은 취소 및 조기 종료하고, 상세 내용은 게임별로 고지할 예정""이라고 말했다.    '서머너즈워 크로니클', '컴투스프로야구 2022' 등을 서비스하는 컴투스 관계자는 ""일부 게임은 이미 이벤트 조기 종료를 결정했고, 다른 게임도 종료·변경을 적극적으로 검토하고 있다""면서 ""광고 노출을 최소화하는 조치도 취하고 있다""고 전했다.    카카오게임즈, 스마일게이트 등도 서비스하는 다중접속역할수행게임(MMORPG)에서 핼러윈 관련 이벤트를 종료하기로 확정했다.



오딘: 발할라 라이징의 핼러윈 이벤트 종료 공지[카카오게임즈 제공. 재판매 및 DB 금지]    jujuk@yna.co.kr",105,https://n.news.naver.com/mnews/article/001/0013541204?sid=103
스벅 사이렌 오더∙나이키 AR…'디지털 전환' 뒤엔 CEO 있었다,2022.10.30. 오전 5:00,"#경기 파주 출판단지에 위치한 A출판사는 2017년 회사 창립 12년 만에 디지털 콘텐트를 전담 팀을 구성하는 등 대대적인 조직개편을 단행했다. 종이책 판매량이 점점 줄어들자 회사는 전자도서(e북) 비중을 늘리기로 했다. 그 결과 2017년 3개에 불과했던 디지털 콘텐트는 올해 상반기까지 42개로 늘어났다. 같은 기간 매출도 2017년 대비 약 40% 성장했다.      #서울 금천구 소재 산업용 IoT(사물인터넷) 센서 제조기업 B사는 효율적인 제조 공정으로 전환하기 위해 2017년 외부 전문가를 고용, 스마트팩토리를 구축했지만 결과는 실패였다. 스마트팩토리 구축 전 4~5%였던 불량률이 10%로 증가한 것이다. 제품 10개를 만들면 1개는 버려야 했다.      A사와 B사의 운명을 가른 건 무엇이었을까. 수많은 기업이 디지털 전환의 필요성에 공감하고 투자를 하고 있지만 결과는 천차만별이다.    ━   디지털 전환의 핵심은 CEO의 결단과 추진력      



사진 언스플래쉬           중앙일보 트랜D가 지난달 20일부터 이달 4일까지 국내 중소·중견기업 최고경영자(CEO) 55명을 대상으로 진행한 '디지털 리더십' 설문조사에서 응답자들은 ""디지털 전환에 있어 가장 중요한 건 리더십""이라고 입을 모았다. 디지털 전환을 추진하기 위해 필요한 요소가 무엇이냐는 질문에 'CEO 결단과 추진력'이란 답변이 80%(중복 응답)로 가장 많았다. 생존과 성장의 갈림길에서 기업에 필요한 디지털 리더십은 무엇인지, CEO 인터뷰와 성공기업 사례를 통해 그 이유를 알아봤다.    ━   디지털 전환 시계 빨라졌다      디지털 전환은 디지털을 기반으로 전략, 조직, 프로세스, 비즈니스 모델 등 기업 전반을 변화시키는 경영 전략이다. 클라우드 컴퓨팅, 빅데이터 솔루션, 인공지능(AI), 사물인터넷(IoT)을 활용해 기업의 경제적 효용성을 끌어올릴 수 있다.      기업들이 디지털 전환 키워드를 본격적으로 언급하기 시작한 건 비교적 최근의 일이다. 2014년 산업부가 발표한 '제조업 혁신 3.0 전략'에 따른 스마트 공장 보급과 확산이 시초다. 이어 2016년 세계경제포럼에서 발표된 '4차산업혁명'과 2021년 독일의 '인더스트리 4.0'이 불을 지폈다. 코로나 19가 촉발한 갑작스러운 비대면 문화의 일상화로 인해 그동안 다소 더디게 진행되던 많은 비대면, 무인 서비스와 관련 기술에 대한 수요가 폭발했다.      디지털 전환을 경험한 기업의 직원들은 데이터와 기술을 통해 이전과는 전혀 다른 소통 방식으로 업무를 처리하고 있다. 비대면 업무가 증가하면서 재택근무와 화상 회의는 자연스러운 일이 됐다. 시장조사업체 IDC에 따르면 지난 2019년 약 45조4000억원 수준이었던 비대면 협업 솔루션 시장 규모는 2020년 48조5000억원을 넘어 2023년 약 54조5548억원으로 증가할 전망이다.     



그래픽 전유진 디자이너     ━   ""디지털 전환, CEO 의지가 가장 중요""      기업 생존과 직결한 전략이자 지속 가능한 성장을 이끄는 디지털 전환을 CEO들은 어떻게 바라보고 있을까. 설문조사에서 응답자의 89.1%는 ""현재 디지털 전환에 대한 비전과 목표를 가지고 있다""고 답했다. 디지털 전환에 대한 관심과 관여도가 높은 편이라고 밝힌 비율은 90.9%에 달했다.       CEO들은 기업의 디지털 전환을 경영진이 이끌어야 한다고 인식했다. 설문조사에서 응답자의 76%는 디지털 전환에서 가장 중요한 요소를 'CEO의 의지'라고 꼽았다. '직원의 인식'은 12.7%로 뒤를 이었다. '디지털 기술 도입'이나 '정부의 정책적 지원'은 후순위 문제라고 생각했다.      디지털 전환을 이끄는 주체에 대해서도 응답자 63.6%는 CEO가, 22.7%는 전담 조직 또는 인력이, 11.4%는 최고디지털전환책임자(CDO), 최고재무책임자(CFO) 등 관련 경영진이라고 답했다. 회사의 디지털 전환을 가로막는 요소가 무엇이냐는 질문에 대해선 23.6%라는 적지 않은 응답자가 ""CEO 및 주요 의사결정권자들의 관심 부족""을 지적했다.      디지털 전환에서 리더십이 중요한 이유에 대해 응답자의 81.8%는 ""회사의 미래를 결정짓는 중요한 투자 요소이기 때문""이라고 답했다. 디지털 전환이 단순히 디지털 업무 도구를 도입하는 데에 그치는 것이 아니라, 비즈니스 모델을 혁신하거나 새로운 시장까지 개척하는 역할을 한다는 것을 인식하고 있다는 의미다. 이밖에도 ""전사적인 노력이 필요하기 때문(43.6%)"", ""빠른 의사결정과 실행을 위해(21.8%)"", ""CEO가 각 부서의 상황을 가장 잘 알고 조율할 수 있어서(16.4%)"" 등이 뒤를 이었다.       디지털 전환과 가장 밀접하게 관련된 기술로는 '인공지능(54.5%, 중복응답)'을 선택했다. 이어 '빅데이터(45.5%)', '클라우드·모바일(36.4%)'과 '사물인터넷(36.4%)', ERP·그룹웨어 등 '혁신 솔루션(18.2%)' 순으로 나타났다.    ━   살아남은 기업 뒤엔 리더가 있었다      CEO의 리더십으로 디지털 전환에 성공한 기업은 많다. 글로벌 기업인 스타벅스와 나이키가 대표적인 예다. 오프라인 매장 중심이었던 스타벅스는 이제 스마트폰만 있으면 모든 제품을 살 수 있는 곳이 됐다. 전통적인 식음료 업체 스타벅스가 디지털 전환에 성공한 것은 하워드 슐츠 대표의 강력한 의지가 작용했다. 하워드 슐츠는 2000년 경영 일선에서 물러났다가 2008년 전면 복귀했다. 당시는 저가 커피 시장이 커지고 품질 저하 논란으로 매출이 급락했던 시점이었다.그는 스타벅스의 모든 과정에 디지털 혁신을 적용해 새로운 가치를 만들겠다는 목표를 정하고 IT 인재를 과감하게 영입했다. 선불 충전식 스타벅스 카드를 도입하고, 드라이브 스루 매장을 열었다. 모바일 주문 및 결제 시스템 '사이렌 오더'와 차량번호를 등록하면 자동으로 결제할 수 있는 '마이디티 패스(My DT Pass)'를 만들었다. 최근엔 드라이브 스루주문 시 구매 이력에 따라 메뉴를 추천하고, 인공지능을 통해 고객의 취향을 분석하는 등 고객의 데이터를 활용한 새로운 서비스를 선보이고 있다.      



스타벅스 매출 변화 그래프. 그래픽 전유진 디자이너           나이키는 코로나 19 상황 속에서도 눈부신 실적을 기록했다. 비결은 남보다 앞선 디지털 플랫폼으로의 전환이었다. 나이키가 2020년 IT 전문가인 존 도나호를 CEO로 영입했을 때만 해도 예상 밖의 일이라는 평가가 많았다. 전자상거래 플랫폼 이베이 CEO였고, 세계 최대 전자결제시스템 업체 페이팔 홀딩스 의사회 의장으로 활동한 도나호는 제조업과는 거리가 먼 사람이었다.도나호 CEO는 취임하자마자 기업 경영의 패러다임 전체를 디지털 플랫폼 중심으로 바꿨다. 온라인 공간에서 소비자를 직접 공략하는 D2C(Direct to Consumer) 전략을 짜고 오프라인 매장을 뛰어넘는 혁신을 선보였다. 한정판 제품을 온라인 회원 전용으로 판매하거나, AR(증강현실)을 이용한 맞춤형 추천 서비스도 제공했다. 그 결과 지난해 디지털 매출은 전년 대비 41% 늘었고, 2019년 대비 147%나 증가했다. 존 도나호는 지난해 주주총회에서 ""디지털을 통해 프리미엄급의 완벽한 경험을 소비자에게 제공할 수 있다는 우리의 능력을 확인했다""면서 ""앞으로 더욱 강력한 디지털 전환을 추진할 것""이라고 강조했다.     



나이키 매출 변화 그래프. 그래픽 전유진 디자이너     ━   CEO는 디지털 로드맵부터 그려야      그렇다면 기업의 디지털 전환을 위해 CEO가 해야 할 일은 무엇일까. 응답자 70.9%는 CEO의 역할에 대해 ""디지털 전환에 대한 명확한 비전을 제시하는 것""이라고 꼽았다. ""의사결정을 이끌고 처음부터 끝까지 주도하는 것(47.3%)""이라는 의견도 많았다.      성공적인 디지털 전환을 위해서는 그 과정에서 책임자급 임원인 C-레벨(C-level)이 직접 나서야 한다는 의견이 주를 이뤘다. 효과적인 디지털 전환 방식에 대해 ""CEO, 최고재무책임자(CFO), 최고기술책임자(CTO)가 디지털 전환 전략을 수립하고 추진하는 것(37%)""이란 답변이 ""전담 부서·전문 인력 등 조직 내 디지털 전환 요구사항을 수렴하고 추진하는 것(33.3%)""을 앞섰다. 전문가에 맡기는 것보다 회사 경영진이 먼저 회사의 목표와 방향을 고려해 디지털 로드맵을 그려야 한다는 분석이다. 이 둘을 적절히 섞는 방식이 좋다는 답변도 29.6%를 기록했다.      전문가들은 조직을 가장 잘 아는 리더가 큰 그림을 그리고, 동력을 잃지 않도록 동기부여를 해야 한다고 강조했다. 유병준 서울대학교 경영학과 교수는 ""무언가를 바꾼다는 건 기존 권력 체계가 달라진다는 것으로 리더의 지속적인 관심이 필요하다""면서 ""로드맵을 실천할 때에도 각 조직이 서로 연결될 수 있도록 코디네이션을 하는 것도 중요하다""고 밝혔다.",105,https://n.news.naver.com/mnews/article/025/0003234478?sid=103
"LGU+, '유독' 제휴사와 공동 기부 캠페인",2022.10.30. 오후 12:59,"[디지털데일리 권하영 기자] LG유플러스(대표 황현식)는 자사의 구독 플랫폼 '유독'의 참여업체들과 함께 공동 기부 캠페인을 전개한다고 30일 밝혔다.   공동 기부 캠페인의 첫 시작으로, LG유플러스는 오디오북 서비스 '윌라'와 윌라 오디오북이 탑재된 태블릿PC 100대를 마련, 초록우산 어린이재단을 통해 서울특별시 어린이병원에 기부키로 했다.   서울특별시 어린이병원은 국내 유일의 장애 어린이 재활 전문 공공병원으로, 발달장애 환아들을 위한 전문 센터와 치료 체계를 갖추고 있다.    서울특별시 어린이병원은 이번 기부물품을 재활치료 보조도구로 활용해 ▲외부와의 소통이 제한된 입원 환아에게는 오디오북 청취를 통한 감각자극 및 심리적 안정을 제공하고, ▲외래 환아에게는 U+아이들나라 등 다양한 콘텐츠를 통해 상호반응 및 시·지각 훈련을 실시할 예정이다. 또한, 30분 이상 소요되는 치료 시간 동안 보호자 및 환자가 태블릿PC를 자유롭게 이용할 수 있도록 대여 서비스도 제공할 방침이다.",105,https://n.news.naver.com/mnews/article/138/0002135725?sid=103
'치즈' 웃고 있는 태양 얼굴 포착,2022.10.30. 오후 12:01,미국항공우주국(NASA) 제공   “치즈”  미국항공우주국(NASA)은 지난 27일(현지시간) 트위터를 통해 태양 관측사진을 공개했다. 태양이 마치 지구를 향해 미소를 짓는 듯한 모습을 포착한 것이다.  두 눈과 웃고 있는 입 형상을 한 어두운 부분은 태양의 코로나 홀이다. 코로나홀은 태양 자외선이나 X선 영상에서 주위보다 어둡게 관측되는 부분을 뜻한다. 태양의 바깥 층에 속하며 태양풍이 우주로 분출되는 영역이다.  태양풍은 지구 자기장 교란을 일으킨다. 인공위성의 이상동작 현상을 일으키는 가장 큰 원인으로 꼽힌다. NASA는 이런 영향을 미리 파악하고 대처하기 위해 ‘솔라다이내믹 천문대’ 프로그램을 운영 중이다. 태양을 관측해 태양풍의 변화를 파악하기 위한 프로그램으로 2010년 2월 관련 위성을 발사한 바 있다.  이번 코로나홀은 지난 26일 포착됐다. 전문가들은 지자기 폭풍이 수일 내 지구 자기장을 강타할 수 있다고 예측하고 있다.,105,https://n.news.naver.com/mnews/article/584/0000020673?sid=103
한국어 AI에 진심인 SK텔레콤…기술 내재화에 집중,2022.10.30. 오후 3:41,"경쟁사보다 6년 빨리 뛰어든 AI 기술 내재화2016년 국내 최초 AI 음성인식 스피커 '누구' 출시거대언어모델 한국어 영역 도전중..국립어학원과 제휴도올해 5월 '에이닷' 오픈베타..코난테크놀로지 기술과 시너지[이데일리 김현아 기자]



[이데일리 김정훈 기자]



SKT는 딥러닝(Deep Learning)기반 인공지능(AI) 기술을 주요 생산 공정에 적용하는 ‘인더스트리얼 AI’ 사업 확산 및 고도화에 노력하고 있다. 경북 영천에 위치한 화신 공장에서 SKT 웰딩 AI 솔루션을 통해 용접 품질 검사를 진행하고 있는 모습이다. 사진=SKT 제공



SK텔레콤은 지난 5월 고객과 함께 키워나가는 성장형 AI서비스 ‘A.(에이닷)’의 베타서비스를 선보였다. 7월에는 고객과 함께 만들어 가는 성장형 AI 서비스 ‘A.(에이닷)’에 ‘A. tv’, ‘A. 게임’ 등 새로운 서비스도 추가했다.



이상호 SKT CTO(사진 왼쪽)와 김영섬 코난테크놀로지 대표(사진 오른쪽)가 MOU 기념촬영을 하고 있는 모습이다.SK텔레콤이 역사상 가장 뛰어난 언어 인공지능(AI)으로 불리는 거대언어모델(GPT-3)에 도전 중이다. 한국어 영역에서다. GPT-3는 샌프란시스코 인공지능 연구소인 OpenAI가 만든 3세대 언어 예측 모델로 ‘꿈의 AI’로 불린다. ‘사랑에 대한 노래를 만들려고 하는데 봄에 어울리는 가사를 만들어줘!’라고 하면 AI가 가사를 만들어 보여주는 식이다. SKT는 2016년 ‘T브레인’이라는 AI 연구개발조직을 별도로 설립해 AI 기술 내재화에 뛰어들었다. 이후 2019년 10월, 고객센터 챗봇 등에 적용 가능한 기술 개발을 완료했고, GPT-3와 유사 성능을 보이는 한국어 범용 언어모델(GLM) 개발을 위해 국립국어원과 제휴했다. 이를 기반으로 올해 5월 GPT-3 한국어 특화 기술을 자체 개발해 자유자재로 대화가 가능한 ‘에이닷(A.)’을 선보였다. 며칠 전에는 국내 AI 기술 기업 코난테크놀로지 지분 20.77%를 투자해 2대 주주가 되면서 기술 협력을 통한 ‘에이닷’ 고도화에 자신감을 보이고 있다.경쟁사보다 5년 빨리 뛰어든 AI 기술 내재화SKT가 AI 기술 내재화에 나선 것은 경쟁사들보다 5, 6년 빠르다. 2016년 9월 1일, 국내 최초로 음성인식 AI스피커를 출시한 것. 당시 AI스피커는 아마존 등 글로벌 빅테크 정도였다. LG유플러스는 자체 개발 스피커 대신 네이버 클로바를 도입했다.하지만, SKT는 T브레인외에도 연구·개발(R&D)을 책임지는 AI리서치센터를 조직하고, AI 분야 각종 기술을 선제로 연구하고 사업화 가능성을 확인하는 ‘테크 프로토타이핑(Tech. Prototyping)‘. ‘데이터 머신 인텔리전스(Data Machine Intelligence)’ 조직을 신설하는 등 발 빠르게 움직였다. 머신러닝 분야 학술회의의 양대 산맥으로 꼽히는 ICML(International Conference on Machine Learning)과 NIPS(Neural Information Processing Systems)를 찾아 글로벌 AI 인재 채용을 진행하기도 했다.기술 내재화와 인재 영입 노력 덕분일까. SKT는 ‘사피온’, ‘슈퍼노바’, ‘메타트론’ 등 AI 기반 상품과 솔루션을 대거 출시했다. 사피온은 대한민국 최초의 데이터센터용 AI 반도체로, 최근 NHN클라우드 판교 센터에서 도입했다. 슈퍼노바는 오래된 영상의 화질을 초고화질로 복원하는 것이고, 메타드론은 기업이 손쉽게 빅데이터를 정제하고 AI로 서비스를 상용화할 수 있게 돕는 솔루션이다. 이데일리 ‘AI코리아 대상’ 심사위원장을 맡은 최기영 전 과학기술정보통신부 장관은 “AI반도체 기업인 사피온의 경우 굉장히 기술적으로 나아 갔다”고 평했다.‘에이닷’으로 양방향 커뮤니케이션 시대 열 것SKT가 집중하는 GPT-3 한국어 모델은 ‘에이닷’에서 빛을 발할 전망이다. 에이닷은 일상적인 대화와 고객이 요구하는 작업 처리를 자연스럽게 결합해 이용자들은 나만의 개성을 반영한 캐릭터를 만들고 꾸밀 수 있으며, AI캐릭터와 음성이나 텍스트로 자유롭게 대화할 수 있다. 지금까지 전화나 문자가 커뮤니케이션 도구였다면, 앞으론 AI가 양방향 커뮤니케이션의 중심이 된다는 의미다. 이상호 CTO는 한때 네이버를 능가했던 검색 포털 엠파스의 검색 엔진을 개발한 코난테크놀로지와의 혈맹에 대해 “SKT의 AI사업 확장에 코난의 AI기술이 접목돼 시너지가 크게 확대될 것으로 기대하며, 코난테크놀로지도 SKT와 협업을 통해 한 단계 업그레이드 될 것으로 기대한다”고 했다.",105,https://n.news.naver.com/mnews/article/018/0005353953?sid=103
,,,105,https://n.news.naver.com/mnews/article/018/0005353747?sid=103
,,,105,https://n.news.naver.com/mnews/article/057/0001775757?sid=103
“너 괜찮아?” 이태원 참사로 트래픽 증가…통신3사 “통신장애 없어”,2022.10.30. 오후 4:08,"[디지털데일리 권하영 기자] 핼러윈을 앞둔 29일 밤 서울 용산구 이태원동에서 발생한 압사 사고 직후 전국적으로 휴대전화 통화량이 증가한 것으로 나타났다. 통신3사는 트래픽 급증에도 통신장애는 없었다고 전했다.   30일 이동통신업계에 따르면 SK텔레콤·KT·LG유플러스 등 통신3사는 사고 당시 현장에서 네트워크 트래픽 증가는 있었지만 서비스 제공에는 문제가 없었다고 밝혔다.   SK텔레콤 관계자는 “통화품질 문제나 서비스 장애는 없었다”고 설명했다. KT와 LG유플러스도 순간적으로 네트워크 트래픽 증가가 있었으나 서비스 제공에는 문제가 없었다는 입장이다.   업계는 통화량 증가 원인에 대해, 사고 현장 인근에 있었을지 모르는 자녀나 지인의 안부를 묻는 전화가 잠시 늘어난 것으로 해석했다.   한편 이날 밤 서울 용산구 이태원동 해밀톤 호텔 인근에서 압사 사고가 발생하면서 150명이 넘는 인명 피해가 일어났다. 소방당국은 이날 오전 10시 기준 사망자가 151명(남성 54명, 여성 97명), 부상자가 82명(중상 19명, 경상 63명)으로 집계됐다고 밝혔다.   정부는 11월5일까지를 국가애도기간으로 정했으며, 사고가 발생한 서울시 용산구는 특별재난구역으로 선포했다.",105,https://n.news.naver.com/mnews/article/138/0002135733?sid=103
"트위터, 이태원 참사 관련 민감 이미지·영상 `리트윗 자제` 당부",2022.10.30. 오후 1:52,"트위터코리아가 30일 미디어 정책에 반하는 이미지, 영상 등의 신고와 확산 방지를 당부했다. 트위터코리아 캡처    트위터코리아가 30일 미디어 정책에 반하는 이미지, 영상 등의 신고와 확산 방지를 당부했다. 이태원 핼러윈 참사 소식과 관련한 이미지와 영상이 각종 SNS(소셜네트워크서비스)와 온라인 커뮤니티에서 공유되자 자극적인 콘텐츠를 제한하려는 것으로 풀이된다.트위터코리아는 이날 트위터를 통해 ""트위터의 민감한 미디어 관련 정책을 알려드린다""며 ""이태원 사고 현장 이미지와 영상 트윗 시 정책을 참고해 주시고 문제 트윗을 발견하시면 신고해 주시기 바란다""고 밝혔다.트위터코리아는 이어 ""민감한 게시물의 리트윗 자제를 부탁드린다""며 ""사고로 희생되신 분들의 명복을 빈다""고 덧붙였다.트위터코리아가 게재한 '민감한 미디어 관련 정책'은 실시간 동영상, 프로필 헤더, 리스트 배너 이미지 또는 커뮤니티 커버 사진 등에 과도하게 잔혹하거나 폭력적이며 선정적인 콘텐츠를 표시할 수 없도록 하는 내용이 담겨 있다. 만일 이를 위반할 경우 계정이 일시적으로 잠금 처리되거나 영구적으로 정지될 수 있다.트위터코리아의 이번 조치는 이태원 핼러윈 참사의 모습이 SNS를 통해 여과 없이 확산한 데 따른 대응으로 해석된다. 전날 오후 이태원에서 발생한 대규모 압사 참사 이후 일부 SNS와 온라인 커뮤니티 등을 중심으로 현장 모습이 담긴 이미지와 영상이 퍼졌다. 인파가 몰린 모습부터 사람들이 CPR(심폐소생술)을 받는 모습 등이 고스란히 담겼다. 이에 일부 누리꾼을 중심으로 피해자 모습이 담긴 사진이나 영상, 허위사실을 퍼트리지 말자는 자정 목소리가 나오고 있는 상황이다.트위터코리아는 이와 함께 ""민감한 이미지 콘텐츠에 노출되기를 원하지 않을 경우 설정-개인정보 및 보안-표시되는 콘텐츠 항목에서 체크 해제해 주시면 도움이 된다""고도 알렸다. 디지털타임스는 이번 참사로 숨진 고인의 명복을 빌며, 유족들에게 깊은 위로를 드립니다.",105,https://n.news.naver.com/mnews/article/029/0002762697?sid=103
아이폰14 감산에도 불황없는 韓부품 왜?,2022.10.30. 오후 12:02,"애플 아이폰14 일부 감산 기조에도 아랑곳하지 않고 한국 핵심 부품 협력사가 3분기 최고 실적을 달성하고 있다. 후발주자와 차별화되는 핵심 기술을 확보해 고객사 내 점유율을 크게 높인 점이 주효했다. 아이폰 감산이 중저가 위주로 이뤄지는 데 반해 프리미엄 수요는 점차 높아지는 점도 긍정 요인이 됐다.30일 업계에 따르면 삼성디스플레이, LG이노텍, 비에이치 등 주요 애플 협력사가 3분기 역대 최고 실적을 냈다.삼성디스플레이도 3분기 분기 최고 수익을 달성했다. 지난해 같은 기간보다 영업이익이 32.9% 증가한 1조9800억원을 기록했다. 영업이익률이 21.9%에 이른다.삼성디스플레이는 후발주자의 아이폰14 고급 모델 디스플레이 공급 차질에 따른 반사이익 등에 힘입어 최고 성적을 냈다.아이폰 고급모델인 프로 시리즈에는 현재 삼성디스플레이만 안정적으로 양산할 수 있는 저온다결정산화물(LTPO) OLED 패널이 탑재된다. 회사는 올해 애플 아이폰14 프로 시리즈 패널 대부분을 공급했다.LG이노텍은 3분기 매출 5조3874억원, 영업이익 4448억원을 기록했다. 3분기 매출 5조원을 넘긴 것은 처음이다. 작년 동기보다 매출이 41.9%, 영업이익은 32.5% 증가했다.LG이노텍은 아이폰14부터 후면카메라에 이어 처음으로 전면 카메라와 카메라 모듈 부품 일부를 처음 공급하면서 실적이 크게 증가했다. 전작 대비 화소 수도 크게 향상돼 단가가 높은 프리미엄 제품 공급 비중이 늘었다. 카메라 모듈 사업은 통상 수익성이 낮은데 스펙 향상 등에 힘입어 이번 분기는 수익성도 개선됐다. 아이폰 카메라 모듈 공급망에서 LG이노텍 입지가 커지면서 일본, 중국업체 비중은 점차 위축됐다. 연말 성수기 수요 덕분에 LG이노텍은 4분기에도 호실적을 이어갈 것으로 전망된다.



아이폰14와 아이폰14플러스아이폰용 연성인쇄회로기판(RFPCB) 공급기업인 비에이치도 3분기 애플 효과로 분기 최고 실적을 기록했다. 비에이치는 삼성디스플레이를 통해 애플에 연성인쇄회로기판(RFPCB)을 공급한다.비에이치는 3분기 매출이 작년 동기대비 42% 증가한 4732억원, 영업이익은 35% 증가한 590억원을 기록했다.올해 RFPCB 업계에서도 아이폰 공급 후발주자의 품질 문제 등이 발생하면서 비에이치 점유율은 크게 뛰었다. 아이폰14 공급 비중은 80% 이상으로 관측된다. 애플이 신규 RFPCB 공급사를 물색하고 있지만 당분간 비에이치 공급 비중은 유지될 것으로 보인다.국내 기업이 3분기 최고 성적을 낸 것은 애플이 중저가 부품이 주로 탑재되는 일반형, 플러스 모델 등을 중심으로 감산을 실시했기 때문이다. 고급모델인 프로, 프로맥스 모델은 비중이 수요가 지속 증가하고 있다. 애플이 여러 공급사에 부품을 수급하는 '멀티밴더' 전략을 고수하기 때문에 이들 기업의 차기작 부품 공급 비중은 일부 조정이 될 수 있다.



부품업계 관계자는 “IT 전방 시장이 침체에 빠진 데다 애플이 감산을 실시하는 와중에 한국 부품사가 뛰어난 실적을 낸 것은 프리미엄 부품 전략이 맞아떨어진 결과”라면서 “4분기까지 이 추세는 이어질 것으로 보인다”고 말했다.[표] 아이폰14 한국 공급사 현황",105,https://n.news.naver.com/mnews/article/030/0003055155?sid=103
